,6,7,8,9,10,11,12,13,14,15,16
0,vdd,vdr,vgt,vsc,vbk,idrain,igate,isource,ibulk,temper,alter#
1095,0.990000,0.,0.990000,0.,0.,3.54430e-08,-7.24122e-08,3.54430e-08,1.52619e-09,30.000000,1.000000
1084,0.980000,0.,0.980000,0.,0.,3.41327e-08,-6.95642e-08,3.41327e-08,1.29885e-09,30.000000,1.000000
1073,0.970000,0.,0.970000,0.,0.,3.28596e-08,-6.68243e-08,3.28596e-08,1.10503e-09,30.000000,1.000000
1062,0.960000,0.,0.960000,0.,0.,3.16231e-08,-6.41860e-08,3.16231e-08,9.39869e-10,30.000000,1.000000
1051,0.950000,0.,0.950000,0.,0.,3.04222e-08,-6.16436e-08,3.04222e-08,7.99176e-10,30.000000,1.000000
1040,0.940000,0.,0.940000,0.,0.,2.92561e-08,-5.91917e-08,2.92561e-08,6.79368e-10,30.000000,1.000000
1029,0.930000,0.,0.930000,0.,0.,2.81241e-08,-5.68256e-08,2.81241e-08,5.77379e-10,30.000000,1.000000
1018,0.920000,0.,0.920000,0.,0.,2.70254e-08,-5.45413e-08,2.70254e-08,4.90584e-10,30.000000,1.000000
1007,0.910000,0.,0.910000,0.,0.,2.59591e-08,-5.23349e-08,2.59591e-08,4.16740e-10,30.000000,1.000000
996,0.900000,0.,0.900000,0.,0.,2.49245e-08,-5.02030e-08,2.49245e-08,3.53932e-10,30.000000,1.000000
985,0.890000,0.,0.890000,0.,0.,2.39210e-08,-4.81425e-08,2.39210e-08,3.00523e-10,30.000000,1.000000
974,0.880000,0.,0.880000,0.,0.,2.29477e-08,-4.61505e-08,2.29477e-08,2.55118e-10,30.000000,1.000000
963,0.870000,0.,0.870000,0.,0.,2.20040e-08,-4.42245e-08,2.20040e-08,2.16525e-10,30.000000,1.000000
952,0.860000,0.,0.860000,0.,0.,2.10891e-08,-4.23620e-08,2.10891e-08,1.83731e-10,30.000000,1.000000
941,0.850000,0.,0.850000,0.,0.,2.02025e-08,-4.05609e-08,2.02025e-08,1.55870e-10,30.000000,1.000000
930,0.840000,0.,0.840000,0.,0.,1.93434e-08,-3.88189e-08,1.93434e-08,1.32205e-10,30.000000,1.000000
919,0.830000,0.,0.830000,0.,0.,1.85111e-08,-3.71343e-08,1.85111e-08,1.12108e-10,30.000000,1.000000
908,0.820000,0.,0.820000,0.,0.,1.77051e-08,-3.55052e-08,1.77051e-08,9.50444e-11,30.000000,1.000000
897,0.810000,0.,0.810000,0.,0.,1.69247e-08,-3.39299e-08,1.69247e-08,8.05598e-11,30.000000,1.000000
886,0.800000,0.,0.800000,0.,0.,1.61692e-08,-3.24068e-08,1.61692e-08,6.82668e-11,30.000000,1.000000
875,0.790000,0.,0.790000,0.,0.,1.54382e-08,-3.09343e-08,1.54382e-08,5.78359e-11,30.000000,1.000000
864,0.780000,0.,0.780000,0.,0.,1.47310e-08,-2.95110e-08,1.47310e-08,4.89870e-11,30.000000,1.000000
853,0.770000,0.,0.770000,0.,0.,1.40471e-08,-2.81356e-08,1.40471e-08,4.14817e-11,30.000000,1.000000
842,0.760000,0.,0.760000,0.,0.,1.33858e-08,-2.68066e-08,1.33858e-08,3.51175e-11,30.000000,1.000000
831,0.750000,0.,0.750000,0.,0.,1.27466e-08,-2.55229e-08,1.27466e-08,2.97220e-11,30.000000,1.000000
820,0.740000,0.,0.740000,0.,0.,1.21290e-08,-2.42832e-08,1.21290e-08,2.51489e-11,30.000000,1.000000
809,0.730000,0.,0.730000,0.,0.,1.15325e-08,-2.30862e-08,1.15325e-08,2.12738e-11,30.000000,1.000000
798,0.720000,0.,0.720000,0.,0.,1.09565e-08,-2.19310e-08,1.09565e-08,1.79909e-11,30.000000,1.000000
787,0.710000,0.,0.710000,0.,0.,1.04006e-08,-2.08164e-08,1.04006e-08,1.52106e-11,30.000000,1.000000
776,0.700000,0.,0.700000,0.,0.,9.86418e-09,-1.97412e-08,9.86418e-09,1.28564e-11,30.000000,1.000000
765,0.690000,0.,0.690000,0.,0.,9.34686e-09,-1.87046e-08,9.34686e-09,1.08637e-11,30.000000,1.000000
754,0.680000,0.,0.680000,0.,0.,8.84812e-09,-1.77054e-08,8.84812e-09,9.17737e-12,30.000000,1.000000
743,0.670000,0.,0.670000,0.,0.,8.36752e-09,-1.67428e-08,8.36752e-09,7.75084e-12,30.000000,1.000000
732,0.660000,0.,0.660000,0.,0.,7.90460e-09,-1.58158e-08,7.90460e-09,6.54446e-12,30.000000,1.000000
